t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,malware
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,208,57,235,172,117,172,117,142,77,240,50,240,117,20,34,208,264,187,215,86,240,262,112,123,65,274,158,215,274,158,215,274,158,215,260,72,274,158,215,89,192,89,133,86,112,113,112,123,65,113,112,123,65,113,112,123,65,113,112,123,65,113,112,123,65,113,112,123,65,113,112,123,65,113,112,123,65,0
82,240,117,240,117,240,117,240,117,240,117,172,117,16,198,208,194,198,208,187,208,240,117,208,48,240,117,212,200,208,103,286,240,257,297,257,297,257,297,257,297,257,297,286,244,208,103,286,257,297,257,297,257,297,257,297,257,297,286,208,103,208,187,244,208,103,286,257,297,257,297,257,297,257,297,257,297,286,103,208,244,103,286,257,297,257,297,257,297,257,297,257,297,286,103,208,244,103,286,257,0
82,16,86,25,60,81,60,81,208,187,208,240,117,39,35,171,172,117,208,35,60,215,35,208,35,240,117,260,141,117,65,86,240,262,112,123,65,274,158,215,274,158,215,274,158,215,260,72,274,158,215,89,240,117,71,297,135,171,215,82,112,123,65,275,86,112,240,117,215,60,25,60,81,60,81,25,213,100,215,240,117,286,194,257,215,257,215,257,215,257,215,257,215,286,106,171,260,240,117,260,0
16,208,286,110,142,208,142,208,266,215,274,158,215,274,158,215,35,208,35,240,117,60,81,35,208,240,117,240,117,71,297,135,171,215,35,240,117,208,187,208,274,158,240,117,50,240,117,35,240,117,50,240,117,240,117,208,117,215,274,35,215,260,141,65,215,260,141,65,260,141,65,260,141,65,240,117,174,35,117,35,117,174,35,174,35,174,260,141,65,35,240,117,208,117,35,240,117,35,117,174,0
82,16,172,117,208,86,215,274,158,93,172,117,194,297,215,127,87,141,65,260,25,172,117,82,172,117,2,81,2,81,172,60,208,187,208,240,117,39,35,171,172,117,208,35,215,35,208,35,240,117,25,18,274,158,215,274,158,215,274,158,215,274,158,215,31,25,261,82,275,240,117,89,297,119,260,252,264,192,89,133,275,240,117,260,25,172,117,93,153,93,153,214,25,172,283,215,178,215,95,215,0
82,16,172,117,243,286,56,142,172,117,240,117,260,240,208,187,208,240,82,86,31,240,117,110,117,240,117,71,297,135,171,215,240,208,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,2,60,142,172,60,215,35,208,35,208,240,117,47,60,81,60,81,47,0
82,16,31,80,215,261,240,117,260,215,260,240,117,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,260,202,0
82,16,86,240,262,112,123,65,274,158,215,274,158,215,274,158,215,260,72,274,158,215,89,297,119,260,252,264,192,89,133,260,31,261,240,117,208,240,117,172,117,240,117,240,117,240,80,35,240,117,208,35,208,260,35,208,35,240,117,274,158,215,274,158,215,117,35,117,2,81,140,208,240,117,240,117,208,240,117,275,240,117,208,117,35,117,208,117,240,117,208,117,208,117,240,117,208,240,117,240,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,71,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,71,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,71,25,71,275,260,0
82,208,187,208,172,117,172,208,82,16,208,35,240,117,240,117,172,117,35,215,274,215,274,158,215,274,215,274,158,215,208,35,172,117,172,117,172,117,172,117,172,117,172,117,243,286,56,2,208,142,260,31,240,117,240,108,240,208,2,81,140,60,81,142,215,35,208,35,240,117,208,225,240,117,240,117,240,117,172,117,240,117,213,194,20,34,208,264,187,215,20,34,208,264,187,215,20,34,208,264,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,71,25,71,275,260,0
82,16,25,240,117,208,240,117,172,117,240,117,240,117,240,80,35,240,117,35,260,35,208,35,240,117,274,158,215,274,158,215,117,35,117,2,81,140,208,240,117,240,117,208,260,141,65,260,141,65,198,172,117,260,294,240,117,275,240,117,208,117,35,117,208,117,275,112,240,117,208,117,208,117,240,117,208,240,117,240,117,71,297,135,171,215,35,215,117,208,117,35,50,208,117,225,117,225,117,60,0
82,240,117,240,117,240,117,240,117,240,117,16,257,215,257,215,257,215,257,215,257,215,257,215,257,215,257,215,257,215,257,114,215,20,215,240,20,215,20,215,82,240,20,215,117,172,117,263,215,240,82,117,240,117,240,117,240,117,215,274,158,215,274,158,215,240,117,71,297,135,171,215,194,110,240,117,274,215,260,65,240,117,260,65,245,65,58,274,215,260,65,260,65,260,141,65,112,113,65,289,0
82,16,172,240,117,208,93,257,29,215,257,215,208,257,215,194,257,215,194,297,93,257,215,93,10,297,208,264,208,264,208,264,208,127,297,93,252,199,252,215,194,297,93,257,215,93,10,297,264,208,264,208,127,297,93,252,199,252,215,194,297,93,257,215,93,10,297,264,208,127,297,93,252,199,252,215,194,297,93,257,215,93,10,297,264,127,297,93,252,199,252,215,194,297,93,257,215,93,10,297,0
82,172,117,16,86,156,86,297,93,303,252,303,252,303,252,198,303,252,215,303,252,156,86,303,252,31,303,252,303,252,108,303,252,16,240,117,228,197,228,303,252,303,252,60,81,208,187,208,274,158,266,215,35,208,35,240,117,60,81,240,117,35,240,117,260,117,35,260,141,65,35,303,252,303,252,303,252,303,252,297,303,252,297,135,171,215,274,158,215,303,252,303,252,303,252,297,303,252,303,252,0
208,187,208,93,208,172,117,82,60,81,60,81,297,93,215,260,141,65,260,141,65,198,172,117,260,294,275,112,240,262,112,123,65,274,158,215,274,158,215,274,158,215,260,72,274,158,215,89,208,35,215,274,158,215,274,158,215,240,117,172,60,81,60,81,208,240,117,39,35,171,172,117,208,35,215,35,208,35,240,117,240,117,71,297,135,171,215,208,225,35,60,81,35,225,35,225,215,260,275,240,0
82,198,274,158,215,86,82,274,37,240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,117,141,65,257,260,40,226,65,260,141,65,257,260,40,65,260,40,65,257,260,141,65,260,141,65,172,117,260,141,65,262,228,275,172,240,275,172,274,158,215,172,117,274,158,274,158,215,274,278,274,158,215,278,215,274,215,274,176,215,274,215,274,176,215,274,215,274,158,215,274,215,274,158,215,0
240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,16,172,297,260,141,65,260,141,65,198,172,117,260,294,275,112,71,25,71,275,260,240,117,141,65,260,141,274,158,215,274,158,215,65,86,99,71,215,274,158,215,240,50,57,257,82,240,80,86,60,172,117,215,208,187,208,240,117,57,39,35,171,172,117,208,35,57,215,35,208,35,240,117,57,208,57,274,158,215,57,240,117,50,297,213,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117,0
82,16,208,187,208,240,117,39,35,171,172,117,208,35,215,274,158,215,274,158,215,35,208,35,240,117,224,240,117,240,117,60,81,60,81,60,81,208,187,208,274,158,266,208,60,81,240,117,240,117,71,297,135,171,215,240,117,224,213,112,172,117,172,117,172,117,71,208,71,25,71,275,260,240,117,141,65,260,141,65,86,99,71,215,240,117,240,262,112,123,65,274,158,215,274,158,215,274,158,215,0
172,117,208,172,117,172,117,172,117,172,117,172,117,198,208,106,271,144,194,257,127,114,127,114,215,280,117,172,111,81,140,111,81,140,111,81,140,111,81,140,111,81,140,111,240,117,172,117,172,117,111,172,117,215,86,172,117,215,106,171,215,260,298,111,81,111,172,117,215,86,215,172,111,172,117,215,86,215,260,298,111,81,172,117,215,86,215,172,117,215,86,215,297,135,171,8,178,215,297,135,0
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,71,25,71,275,260,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117,0
82,240,117,240,117,240,117,240,117,172,117,16,208,187,208,240,117,208,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,208,187,208,172,117,172,117,172,117,82,260,141,65,240,117,172,117,18,275,260,141,65,260,93,274,158,215,274,158,215,240,117,71,297,135,171,215,240,208,187,208,274,158,266,240,117,39,35,171,172,117,208,35,215,35,208,35,240,117,60,81,240,0
240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,117,141,65,257,260,40,226,65,260,141,65,257,260,40,65,260,40,65,257,260,141,65,260,141,65,172,117,260,141,65,240,117,297,8,135,171,198,215,178,215,297,8,135,171,198,215,178,215,260,65,260,141,65,257,215,260,141,65,257,215,56,228,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,0
215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,240,117,71,297,135,171,215,112,172,117,172,117,172,117,228,71,25,71,275,260,240,117,141,65,260,141,65,86,99,71,215,240,117,89,208,117,89,172,117,172,117,172,117,9,215,260,65,141,65,260,65,141,65,89,215,9,215,260,65,141,65,260,65,141,65,162,215,162,215,117,50,215,172,0
16,172,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,0
172,117,172,117,172,117,198,208,260,274,158,215,274,158,215,257,215,257,25,172,117,260,274,158,172,117,172,117,260,141,65,286,172,117,240,117,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,110,60,81,60,81,215,208,35,208,35,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,260,172,117,25,240,117,71,297,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,71,25,71,275,260,0
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,82,16,198,208,240,117,240,117,240,117,240,117,260,141,65,260,141,65,260,141,65,215,86,82,194,257,29,114,215,194,297,264,215,297,8,199,264,199,264,199,208,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,0
16,31,108,240,117,240,117,60,81,60,81,117,240,117,240,117,208,117,257,208,86,215,86,215,35,240,117,35,117,208,187,208,274,158,208,35,208,35,208,35,208,35,60,81,60,81,35,117,215,117,266,215,260,275,240,117,31,117,215,260,141,65,215,35,156,215,156,215,208,260,141,65,260,172,60,117,243,35,117,225,243,159,243,159,243,159,243,159,243,159,243,159,243,159,243,159,243,159,243,159,0
82,228,16,29,82,29,82,248,194,144,194,144,194,16,172,117,29,82,29,82,297,29,82,29,82,29,82,108,208,172,117,172,117,194,20,114,215,82,228,240,117,208,82,208,187,208,194,20,114,215,82,228,240,117,29,82,228,240,117,29,82,228,240,117,29,82,228,240,117,29,82,228,240,117,29,82,228,240,117,29,82,228,240,117,29,82,228,240,117,29,82,228,240,117,29,82,228,240,117,29,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117,0
240,117,240,117,240,117,228,82,16,111,81,111,297,8,135,215,171,215,178,172,56,240,117,240,117,240,117,240,117,240,117,228,82,76,172,117,240,117,112,208,111,240,297,8,135,215,171,215,178,208,112,257,29,215,297,93,199,264,199,264,208,264,208,264,208,264,208,264,208,264,208,264,215,297,93,199,264,199,264,215,208,112,297,93,199,264,199,264,215,208,112,297,93,199,264,199,264,215,208,112,0
286,172,117,275,208,187,208,240,275,240,275,71,275,112,71,25,71,275,260,240,117,141,65,260,141,274,158,215,274,158,215,65,86,99,71,215,240,275,240,275,240,117,172,117,240,275,240,275,240,275,208,172,117,298,297,135,171,215,240,275,240,172,275,240,117,172,275,240,117,110,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,240,117,71,297,135,171,215,0
297,93,199,264,199,264,240,117,240,117,240,117,240,117,240,117,76,240,117,172,117,208,257,112,257,208,112,257,29,215,257,297,257,215,257,297,257,297,257,215,257,297,208,93,10,199,264,208,199,264,208,264,208,264,208,199,264,199,264,208,297,257,215,257,297,257,215,257,297,93,10,208,199,208,264,199,264,199,264,208,264,257,215,297,93,10,240,117,240,117,240,117,240,117,208,215,199,208,264,208,0
82,16,35,240,117,86,208,86,31,261,106,171,260,240,117,260,65,141,260,65,260,141,65,260,65,141,260,65,194,260,82,240,117,240,117,260,117,141,240,117,261,117,261,117,240,117,215,240,117,260,65,215,260,65,141,260,65,141,65,260,65,141,260,65,141,65,298,297,135,171,215,261,2,81,140,208,240,117,208,117,60,81,25,117,60,81,25,60,81,25,60,81,25,60,81,25,60,81,25,60,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,71,25,71,275,260,0
82,16,208,57,208,240,50,297,93,297,93,57,208,82,208,297,20,215,297,93,281,29,215,281,144,281,144,281,215,281,215,281,215,208,297,93,208,264,215,208,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,281,215,257,114,215,257,114,215,281,215,281,215,281,215,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117,0
208,93,208,172,117,82,60,81,60,81,297,93,215,260,141,65,260,141,65,198,172,117,260,294,275,112,240,262,112,123,65,274,158,215,274,158,215,274,158,215,260,72,274,158,215,89,208,35,215,274,158,215,274,158,215,240,117,172,60,81,60,81,208,187,208,240,117,39,35,171,172,117,208,35,215,35,208,35,240,117,240,117,71,297,135,171,215,208,225,35,225,35,225,215,260,275,240,117,31,117,0
16,172,117,286,240,286,208,117,286,240,286,117,208,187,208,240,117,39,35,171,172,117,208,35,215,274,158,215,274,158,215,35,208,35,240,117,142,286,194,286,194,286,194,286,194,286,194,286,194,286,194,286,194,286,208,286,194,286,194,286,194,286,194,286,194,286,110,208,286,240,286,117,286,240,286,117,286,240,286,117,208,286,240,286,274,158,274,158,215,274,278,274,158,215,278,215,274,215,274,176,0
286,172,117,275,208,187,208,240,275,240,275,71,275,112,71,25,71,275,260,240,117,141,65,260,141,274,158,215,274,158,215,65,86,99,71,215,240,275,240,275,240,117,172,117,240,275,240,275,240,275,208,172,117,298,297,135,171,215,240,275,240,172,275,240,117,172,275,240,117,110,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,240,117,71,297,135,171,215,0
82,16,208,187,208,144,172,117,240,215,86,215,86,215,135,171,16,215,297,215,297,199,24,215,297,215,297,199,24,215,297,215,297,199,24,199,252,215,297,215,297,199,24,199,252,297,208,39,215,199,252,39,199,252,39,199,252,39,199,252,39,199,252,39,199,252,39,199,252,39,199,252,39,199,252,39,199,252,39,199,252,39,199,252,39,199,252,39,82,199,252,39,199,252,39,263,87,14,65,215,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117,0
215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,260,141,65,172,117,172,117,286,240,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,110,60,81,60,81,215,208,35,208,35,240,117,240,117,240,117,208,240,117,240,117,15,117,15,240,117,240,117,240,117,0
208,89,187,135,171,117,39,82,112,245,65,245,65,245,65,123,65,245,65,245,65,245,65,123,65,112,245,65,245,65,245,65,123,65,245,65,245,65,245,65,123,65,194,263,20,34,215,263,194,257,117,194,257,117,20,215,39,93,187,135,171,240,117,83,93,83,93,83,82,240,117,57,82,57,264,252,215,194,240,117,297,117,264,252,215,194,297,264,252,215,264,252,215,264,252,215,264,252,215,264,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117,0
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117,0
